ID,PAGO ERICK,Family Case Number,"	
Número de caso",Estado del Caso,Cantidad de Postes,Nombre de empresa / Cliente,Comuna,Fecha 1ra. Inspección,Fecha que se asignó,Fecha de inspección,TIENE PLANO?,X,Y,RESULTADO (ERICK),Observación TERRENO,INSPECTOR,E. DE P.
69,OK,109775,111585,New Feasibility opened,52,Ufinet Chile SPA,Recoleta,2024-04-25 00:00:00,2024-06-04 00:00:00,2024-06-04 00:00:00,1 de 6,POST OBRA,,APROBADO,"FACTIBILIDAD DE PROYECTO RECHAZADA, EN RUTA NO SE ENCUENTRAN INDICIOS DE TRABAJOS REALIZADOS EN TERRENO, SIN EMBARGO, SE ENCUENTRAN INSTALACIONES  CON CRUCETAS VERDE Y NARANJA Y CRUCETAS AZULES Y BLANCAS LAS CUALES NO MANTIENEN REGISTROS DE SOLICITUD O REGULARIZACIÓN",ERICK SANDOVAL,2
70,OK,109779,111584,New Feasibility opened,37,Ufinet Chile SPA,Recoleta,2024-04-25 00:00:00,2024-06-04 00:00:00,2024-06-04 00:00:00,2 de 6,POST OBRA,,APROBADO,"PROYECTO FACTIBILIDAD APROBADO EN RUTA NO SE ENCUENTRAN INDICIOS DE TRABAJOS REALIZADOS EN TERRENO, CRUCETAS NUEVAS DE COLOR NARANJA Y VERDE DE MANERA IRREGULAR SE ENCUENTRAN EN RUTA",ERICK SANDOVAL,2
71,OK,109781,111580,New Feasibility opened,35,Ufinet Chile SPA,Recoleta,2024-04-25 00:00:00,2024-06-04 00:00:00,2024-06-04 00:00:00,2 de 6,POST OBRA,,RECHAZADO,PROYECTO FACTIBILIDAD RECHAZADO Y EN RUTA ENTRE CALLES VICTOR CUCCINI Y RAWSON SE ENCUENTRAN INDICIOS DE INSTALACIÓN REALIZADA,ERICK SANDOVAL,2
72,OK,109783,111579,New Feasibility opened,38,Ufinet Chile SPA,Recoleta,2024-04-29 00:00:00,2024-06-04 00:00:00,2024-06-04 00:00:00,3 de 6,POST OBRA,,RECHAZADO,"PROYECTO DE FACTIBILIDAD RECHAZADO SIN EMBARGO EN  RUTA SE ENCUENTRAN INDICIOS DE TRABAJOS REALIZADOS POR EMPRESA UFINET, TAMBIÉN SE ENCUENTRAN CRUCETAS EVIDENTEMENTE NUEVAS DE COLOR ACERO LAS CUALES PRESUNTAMENTE DEBERÍAN SER DE TELEFÓNICA",ERICK SANDOVAL,2
73,OK,109785,111577,New Feasibility opened,24,Ufinet Chile SPA,Recoleta,2024-04-29 00:00:00,2024-06-04 00:00:00,2024-06-04 00:00:00,3 de 6,POST OBRA,,RECHAZADO,"PROYECTO DE FACTIBILIDAD RECHAZADO Y EN TERRENO SE ENCUENTRAN INDICIOS DE TRABAJOS REALIZADOS POR EMPRESA UFINET 
TAMBIÉN EN RUTA SE ENCUENTRAN CRUCETAS DE COLOR ACERO EVIDENTEMENTE NUEVAS 
PRESUNTAMENTE DE EMPRESA TELEFÓNICA ",ERICK SANDOVAL,2
74,OK,109786,111576,New Feasibility opened,44,Ufinet Chile SPA,Recoleta,2024-04-29 00:00:00,2024-06-04 00:00:00,2024-06-04 00:00:00,4 de 6,POST OBRA,,RECHAZADO,PROYECTO DE FACTIBILIDAD RECHAZADO Y EN TERRENO SE ENCUENTRAN INDICIOS DE TRABAJOS REALIZADOS,ERICK SANDOVAL,2
75,OK,109787,111575,New Feasibility opened,33,Ufinet Chile SPA,Recoleta,2024-04-29 00:00:00,2024-06-04 00:00:00,2024-06-04 00:00:00,5 de 6,POST OBRA,,RECHAZADO,PROYECTO DE FACTIBILIDAD RECHAZADO Y EN RUTA SE ENCUENTRAN INDICIOS DE TRABAJOS REALIZADOS EN TERRENO,ERICK SANDOVAL,2
76,OK,109971,111572,New Feasibility opened,4,Empresa Nacional de Telecomunicaciones S.A,Vitacura,2024-04-25 00:00:00,2024-06-07 00:00:00,2024-06-07 00:00:00,SI,POST OBRA,,APROBADO,PROYECTO DE FACTIBILIDAD RECHAZADO EN RUTA NO HAY INDICIOS DE TRABAJOS REALIZADOS,ERICK SANDOVAL,2
77,OK,110656,111570,New Feasibility opened,18,Empresa Nacional de Telecomunicaciones S.A,Lampa,2024-04-25 00:00:00,2024-05-31 00:00:00,2024-05-31 00:00:00,SI,POST OBRA,,RECHAZADO,"SE ENCUENTRAN INDICIOS DE INSTALACIONES EN TERRENO AUN CUANDO PROYECTO HABÍA SIDO RECHAZADO, NO SE REGULARIZO SITUACIÓN DE ESCOMBRO AÉREO Y CRUCETAS  EN MAL ESTADO",ERICK SANDOVAL,1
78,OK,120059,120757,New Feasibility opened,4,QMC TELECOM CHILE SPA,Lampa,X,2024-05-31 00:00:00,2024-05-31 00:00:00,SI,,,APROBADO,CHL_NAS,ERICK SANDOVAL,1
79,OK,120058,122394,New Feasibility opened,5,QMC TELECOM CHILE SPA,Lo Barnechea,X,2024-06-10 00:00:00,2024-06-10 00:00:00,SI,,,APROBADO,Proyecto aprobado,ERICK SANDOVAL,2
80,OK,119872,122392,New Feasibility opened,12,Empresa Nacional de Telecomunicaciones S.A,Las Condes,X,2024-06-10 00:00:00,2024-06-10 00:00:00,SI,,,APROBADO,se solicita retiro escombro aereo y poda en el sector,ERICK SANDOVAL,2
81,OK,121772,122366,New Feasibility opened,35,Empresa Nacional de Telecomunicaciones S.A,La Cisterna,X,2024-06-10 00:00:00,2024-06-10 00:00:00,1 DE 2,,,RECHAZADO,en ruta se encuentran instalaciones ya realizadas obviando incidencias mencionadas en el presente informe,ERICK SANDOVAL,2
82,OK,121780,122363,New Feasibility opened,14,Empresa Nacional de Telecomunicaciones S.A,San Miguel,X,2024-06-10 00:00:00,2024-06-10 00:00:00,mismo plano del 121794,,,APROBADO,se solicita poda en el sector y retiro escombro aereo,ERICK SANDOVAL,2
83,OK,121794,122362,New Feasibility opened,30,Empresa Nacional de Telecomunicaciones S.A,Independencia,X,2024-06-10 00:00:00,2024-06-11 00:00:00,1 DE 2,,,RECHAZADO," plano de proyecto repetido con el de caso 121780, plano no coincide con informacion de csv  lo que imposibilita analisis correcto de  proyecto",ERICK SANDOVAL,2
84,OK,122560,123539,New Feasibility opened,36,Ufinet Chile SPA,Huechuraba,X,2024-06-19 00:00:00,2024-06-19 00:00:00,1 de 7,,,APROBADO,se solicita retiro de escombro aereo,ERICK SANDOVAL,2
85,OK,122565,123537,New Feasibility opened,32,Ufinet Chile SPA,Huechuraba,X,2024-06-19 00:00:00,2024-06-19 00:00:00,1 de 7 (no es igual),,,RECHAZADO,saturacion espacio aÃ©reo,ERICK SANDOVAL,2
86,OK,122567,123536,New Feasibility opened,47,Ufinet Chile SPA,Huechuraba,X,2024-06-19 00:00:00,2024-06-24 00:00:00,2 de 7,,,RECHAZADO,saturacion espacio aereo en ruta se encuentran indicios de travbajos ya realizados en terreno,ERICK SANDOVAL,2
87,OK,122570,123535,New Feasibility opened,60,Ufinet Chile SPA,Huechuraba,X,2024-06-19 00:00:00,2024-06-19 00:00:00,3 de 7,,,RECHAZADO,saturacion espacio aereo,ERICK SANDOVAL,2
88,OK,122571,123534,New Feasibility opened,45,Ufinet Chile SPA,Huechuraba,X,2024-06-19 00:00:00,2024-06-21 00:00:00,4 de 7,,,RECHAZADO,instalaciones realizadas  sin permiso,ERICK SANDOVAL,2
89,OK,122573,123533,New Feasibility opened,26,Ufinet Chile SPA,Huechuraba,X,2024-06-19 00:00:00,2024-06-24 00:00:00,5 de 7,,,APROBADO,se solicita mantener normativa de vanos y retiro de escombro aÃ©reo,ERICK SANDOVAL,2
90,OK,122574,123532,New Feasibility opened,39,Ufinet Chile SPA,Huechuraba,X,2024-06-19 00:00:00,2024-06-21 00:00:00,5 de 7 (no es igual),,,RECHAZADO,saturacion espacio aereo trabajos ya realizados en terreno sin permiso previo y obvioando condiciones de saturacion vegetaciÃ³n en lineas telco y vanos fuera de norma,ERICK SANDOVAL,2
91,OK,122619,123531,New Feasibility opened,2,ATP Fiber Chile Spa,La Reina,X,2024-06-17 00:00:00,2024-06-19 00:00:00,SI,,,RECHAZADO,informacion de plano poco precisa,ERICK SANDOVAL,2
92,OK,122621,123530,New Feasibility opened,3,ATP Fiber Chile Spa,La Reina,X,2024-06-17 00:00:00,2024-06-19 00:00:00,SI,,,RECHAZADO,informacion de plano poco precisa,ERICK SANDOVAL,2
93,OK,122577,123528,New Feasibility opened,51,Ufinet Chile SPA,Huechuraba,X,2024-06-19 00:00:00,2024-06-21 00:00:00,SI,,,RECHAZADO,saturacion espacio aereo instalaciones realizadas sin permiso previo,ERICK SANDOVAL,2
94,OK,122625,123522,New Feasibility opened,5,Empresa Nacional de Telecomunicaciones S.A,Quilicura,X,2024-06-18 00:00:00,2024-06-18 00:00:00,SI,,,RECHAZADO,saturacion espacio aereo,ERICK SANDOVAL,2
95,OK,122771,123521,New Feasibility opened,4,Empresa Nacional de Telecomunicaciones S.A,Cerrillos,X,2024-06-18 00:00:00,2024-06-18 00:00:00,SI,,,APROBADO,se solicita retiro de escombro aereo en el sector tramo cerca de saturacion,ERICK SANDOVAL,2
96,OK,122579,123412,New Feasibility opened,27,Ufinet Chile SPA,Huechuraba,X,2024-06-19 00:00:00,2024-06-21 00:00:00,7 de 7,,,APROBADO,se solicita mantener instalacion en espacio demarcado ya por telcos mantener normativa de vanos y poda en el sector,ERICK SANDOVAL,2
97,OK,CORREO,-,se necesita viabilidad de instalar un empalme con el registro fotográfico correspondiente del punto.,7,EQUANS,Lo Prado,X,2024-05-24 00:00:00,2024-06-24 00:00:00,COORDENADAS,,,APROBADO,"OBSERVACIONES POR POSTE,",ERICK SANDOVAL,2
98,OK,124224,126427,New Feasibility opened,31,Empresa Nacional de Telecomunicaciones S.A,Macul,X,2024-06-26 00:00:00,2024-06-27 00:00:00,SI,,,RECHAZADO,saturacion espacio aereo vegetacion en lineas telco vanos fuera de norma en terreno se encuentran indicios de instalaciones ya realizadas obviando incidencias anteriormente mencionadas,ERICK SANDOVAL,2
99,OK,124581,126425,New Feasibility opened,27,Empresa Nacional de Telecomunicaciones S.A,Ñuñoa,X,2024-06-26 00:00:00,2024-06-27 00:00:00,SI,,,APROBADO,se solicita retiro escombro aereo,ERICK SANDOVAL,2
100,OK,127534,128016,New Feasibility opened,9,Empresa Nacional de Telecomunicaciones S.A,Estación Central,X,2024-07-04 00:00:00,2024-07-10 00:00:00,SI,,,RECHAZADO,saturacion espacio aereo bajadas laterales fuera de norma,ERICK SANDOVAL,3
101,OK,127539,128015,New Feasibility opened,8,Empresa Nacional de Telecomunicaciones S.A,Estación Central,X,2024-07-04 00:00:00,2024-07-04 00:00:00,SI,,,APROBADO,escombro aereo vegetacion en lineas telco reserva tecnica fuera de norma empresa telefonica,ERICK SANDOVAL,3
102,OK,127541,128014,New Feasibility opened,22,Empresa Nacional de Telecomunicaciones S.A,Estación Central,X,2024-07-04 00:00:00,2024-07-04 00:00:00,SI,,,APROBADO, se solicita retiro de escombro aereo,ERICK SANDOVAL,3
103,OK,127543,128012,New Feasibility opened,2,ATP Fiber Chile Spa,La Reina,X,2024-07-03 00:00:00,2024-07-03 00:00:00,SI,,,APROBADO,se solicita poda en el sector,ERICK SANDOVAL,3
104,OK,127545,128011,New Feasibility opened,28,Empresa Nacional de Telecomunicaciones S.A,Estación Central,X,2024-07-04 00:00:00,2024-07-04 00:00:00,SI,,,APROBADO,escombro aereo vano fuera de norma no involucra cruce de vehi­culos,ERICK SANDOVAL,3
105,OK,127547,128010,New Feasibility opened,12,Empresa Nacional de Telecomunicaciones S.A,Quinta Normal,X,2024-07-03 00:00:00,2024-07-03 00:00:00,SI,,,RECHAZADO,saturacion espacio aereo,ERICK SANDOVAL,3
106,OK,127550,128009,New Feasibility opened,3,ATP Fiber Chile Spa,La Reina,X,2024-07-03 00:00:00,2024-07-03 00:00:00,SI,,,APROBADO,SIN OBSERVACION,ERICK SANDOVAL,3
107,OK,127551,128008,New Feasibility opened,20,Empresa Nacional de Telecomunicaciones S.A,Quinta Normal,X,2024-07-03 00:00:00,2024-07-03 00:00:00,SI,,,RECHAZADO,saturacion espacio aereo,ERICK SANDOVAL,3
108,OK,127554,128007,New Feasibility opened,7,Empresa Nacional de Telecomunicaciones S.A,Quinta Normal,X,2024-07-02 00:00:00,2024-07-04 00:00:00,SI,,,RECHAZADO,csv no coincide con plano de proyecto,ERICK SANDOVAL,3
109,OK,127557,128006,New Feasibility opened,21,Empresa Nacional de Telecomunicaciones S.A,Quinta Normal,X,2024-07-02 00:00:00,2024-07-03 00:00:00,SI,,,RECHAZADO,saturacion espacio aereo sector ecuador,ERICK SANDOVAL,3
110,OK,127562,128005,New Feasibility opened,7,Empresa Nacional de Telecomunicaciones S.A,Quinta Normal,X,2024-07-02 00:00:00,2024-07-03 00:00:00,SI,,,APROBADO,se solicita retiro de escombro aereo,ERICK SANDOVAL,3
111,OK,127565,128004,New Feasibility opened,7,Empresa Nacional de Telecomunicaciones S.A,Quilicura,X,2024-07-02 00:00:00,2024-07-03 00:00:00,SI,,,RECHAZADO,en ruta se encuentran indicios de trabajos ya en terreno factibilidad pudo haber sido aprobada de manera contraria,ERICK SANDOVAL,3
112,OK,127849,128003,New Feasibility opened,8,Empresa Nacional de Telecomunicaciones S.A,Renca,X,2024-07-02 00:00:00,2024-07-03 00:00:00,SI,,,RECHAZADO,en ruta hay indicios de trabajos ya realizados en terreno  factibilidad pudo haber sido entregada,ERICK SANDOVAL,3
113,OK,127900,128002,New Feasibility opened,7,Empresa Nacional de Telecomunicaciones S.A,Providencia,X,2024-07-04 00:00:00,2024-07-04 00:00:00,SI,,,APROBADO,se solicita retiro de escombro aereo regularizacion de vano mencionado,ERICK SANDOVAL,3
114,OK,129227,130311,New Feasibility opened,7,Empresa Nacional de Telecomunicaciones S.A,Cerrillos,X,2024-07-09 00:00:00,2024-07-09 00:00:00,SI,,,APROBADO,se solicita poda y retiro escombro aereo,ERICK SANDOVAL,3
115,OK,128777,130313,New Feasibility opened,4,Empresa Nacional de Telecomunicaciones S.A,Conchalí,X,2024-07-09 00:00:00,2024-07-09 00:00:00,SI,,,RECHAZADO,en terreno es 156394 saturacion espacio aereo bajadas laterales fuera de norma cercania lineas electricas empresa mundo,ERICK SANDOVAL,3
116,OK,128462,130316,New Feasibility opened,4,Empresa Nacional de Telecomunicaciones S.A,Las Condes,X,2024-07-10 00:00:00,2024-07-11 00:00:00,SI,,,RECHAZADO,en ruta se encuentran indicios de trabajos realizados en terreno,ERICK SANDOVAL,3
117,OK,131331,133536,New Feasibility opened,43,Empresa Nacional de Telecomunicaciones S.A,Pedro Aguirre Cerda,X,2024-07-23 00:00:00,2024-07-25 00:00:00,SI,,,RECHAZADO,"en ruta se encuentran indicios de instalaciones ya realizadas en terreno escombro aereo, vanos fuera de norma cercania lineas electricas",ERICK SANDOVAL,3
118,OK,132707,133543,New Feasibility opened,5,Empresa Nacional de Telecomunicaciones S.A,Colina,X,2024-07-22 00:00:00,2024-07-22 00:00:00,SI,,,APROBADO,se solicita retiro escombro aereo  y regularizacion de vano mencionado,ERICK SANDOVAL,3
119,OK,131962,133540,New Feasibility opened,9,Empresa Nacional de Telecomunicaciones S.A,San Joaquín,X,2024-07-23 00:00:00,2024-07-23 00:00:00,SI,,,RECHAZADO,instalaciones ya realizadas en terreno  factibilidad pudo haber sido aprobada de caso contrario,ERICK SANDOVAL,3
120,OK,131715,133538,New Feasibility opened,25,Empresa Nacional de Telecomunicaciones S.A,Las Condes,X,2024-07-19 00:00:00,2024-07-22 00:00:00,SI,,,APROBADO,se solicita retiro escombro aereo y poda en el sector,ERICK SANDOVAL,3
121,OK,131333,133537,New Feasibility opened,19,Empresa Nacional de Telecomunicaciones S.A,San Ramón,X,2024-07-23 00:00:00,2024-07-23 00:00:00,SI,,,RECHAZADO,instalaciones ya realizadas en terreno escombro aereo y cercania a lineas electricas,ERICK SANDOVAL,3
122,OK,CORREO,-,"te detallo los postes que se deben inspección e identificar las telco que aún no se han retirado, se trata de un traslado de red que se ejecutó en Colina y ahora hay que retirar los postes, en el cuadrante que adjunto es la ubicación que hay que inspeccionar: Número de postes a identificar:    
0.290.641     
0.290.642    
0.290.071      
0.290.644      
0.770.763      
0.290.645      
0.770.762",7,NO IDENTIFICADA,Colina,X,2024-07-24 00:00:00,2024-07-25 00:00:00,SI,,,APROBADO,DETALLE DE POSTES ENVIADOS POR CORREO,ERICK SANDOVAL,3
123,OK,133780,134162,New Feasibility opened,5,Empresa Nacional de Telecomunicaciones S.A,Ñuñoa,X,2024-07-26 00:00:00,2024-07-29 00:00:00,SI,,,RECHAZADO,saturacion espacio aereo,ERICK SANDOVAL,3
124,OK,133711,134160,New Feasibility opened,7,Ufinet Chile SPA,Huechuraba,X,2024-07-24 00:00:00,2024-07-25 00:00:00,SI,,,RECHAZADO,saturacion espacio aereo cercani­a lineas electricas,ERICK SANDOVAL,3
125,OK,134510,135538,New Feasibility opened,24,Empresa Nacional de Telecomunicaciones S.A,Maipú,X,2024-07-30 00:00:00,2024-07-30 00:00:00,SI,,,RECHAZADO,saturacion espacio aereo,ERICK SANDOVAL,3
126,OK,134618,135532,New Feasibility opened,17,Empresa Nacional de Telecomunicaciones S.A,Colina,X,2024-08-01 00:00:00,2024-08-01 00:00:00,SI,,,RECHAZADO,en ruta se encuentran indicios de trabajos realizados en terreno reserva tecnica fuera de norma cercania lineas electricas empresa vtr,ERICK SANDOVAL,4
127,OK,134619,135506,New Feasibility opened,25,Empresa Nacional de Telecomunicaciones S.A,Cerrillos,X,2024-07-30 00:00:00,2024-08-01 00:00:00,SI,,,RECHAZADO, instalaciones ya realizadas en terreno sin previa autorizacion de enel,ERICK SANDOVAL,4
128,OK,134811,135503,New Feasibility opened,23,Empresa Nacional de Telecomunicaciones S.A,Macul,X,2024-08-14 00:00:00,2024-08-14 00:00:00,SI,,,RECHAZADO,en ruta se encuentran indicios de trabajos realizados en terreno vanos fuera de norma escombro aereo no regularizado en sector escombro aereo vegetacion en lineas telco,ERICK SANDOVAL,4
129,OK,CORREO,-,"Favor necesitamos urgente hacer un registro fotográfico de los puntos observados en esta visita que corresponden a trabajos que debían ser realizados por Enel y medir las alturas definitivas. A saber:
- 5 acometidas BT a empalmes bajo la altura de 4,35m del bus, las que empezaron a ser corregidas mientras se realizaban las pruebas.
- Conexión trifásica (para ajustarse al horario de menor impacto para el proceso productivo del cliente)
- Conexión monofásica, cuyo soporte de fijación de los cables en la propiedad del cliente requiere reparación o cambio (soporte de propiedad del cliente)",8,NO IDENTIFICADA,Cerro Navia,X,2024-07-31 00:00:00,2024-07-31 00:00:00,SI,,,RECHAZADO,"1. Salvador Gutierrez 6244 
Líneas Enel 5mts y más

2. Salvador Gutierrez #6294 Poste 563755 
Línea Enel altura 4.7mts

3. Salvador Gutierrez #6437 Poste 564027
Líneas Enel 4.4 mts altura y 4.7 mts altura 
(Posible responsabilidad en apoyo de acometida de cliente)

4. Salvador Gutierrez #6667 Poste 657986
Línea Enel 4.15 mts. de altura (posible responsabilidad en acometida de cliente)
 
5. Salvador Gutierrez #6673 Poste 657986
Línea Enel 4.5 mts altura

6. Salvador gutierrez #6773 Poste 228266
Líneas Enel 4.1mts altura

7. Salvador Gutierrez #6991 Poste 538532 
Línea Enel 4.5mts

8. Salvador Gutierrez #7146 Poste 737000
Línea Enel 4 mts altura

Los clientes en rojo, se encuentran vanos bajo norma y sin presunta intervención, los cuales se identificaron ese día con el bus tipo.",ERICK SANDOVAL,3
130,OK,138424,139449,New Feasibility opened,4,Empresa Nacional de Telecomunicaciones S.A,Quilicura,X,2024-08-16 00:00:00,2024-08-16 00:00:00,SI,,,RECHAZADO,en ruta se encuentran indicios de trabajos realizados en terreno v,ERICK SANDOVAL,4
131,OK,137922,139448,New Feasibility opened,3,Empresa Nacional de Telecomunicaciones S.A,Ñuñoa,X,2024-08-20 00:00:00,2024-08-20 00:00:00,SI,,,RECHAZADO,saturacion espacio aereo he indicios de trabajos ya realizados en terreno,ERICK SANDOVAL,4
132,OK,137554,139446,New Feasibility opened,26,Empresa Nacional de Telecomunicaciones S.A,Lampa,X,2024-08-16 00:00:00,2024-08-16 00:00:00,SI,,,APROBADO,se solicita retiro escombro aereo poda en sectores mencionados mantener distancia de normativa con lineas electricas,ERICK SANDOVAL,4
133,OK,138558,139442,New Feasibility opened,6,Empresa Nacional de Telecomunicaciones S.A,Las Condes,X,2024-08-21 00:00:00,2024-08-21 00:00:00,SI,,,RECHAZADO,en terreno se encuentra saturacion espacio aereo,ERICK SANDOVAL,4
134,OK,137543,139439,New Feasibility opened,1,Empresa Nacional de Telecomunicaciones S.A,Maipú,X,2024-08-19 00:00:00,2024-08-20 00:00:00,SI,,,RECHAZADO,informacion de plano poco precisa instersecciones entre avenida 1 y camino a melipilla no son encontrados en el mapa y numero de referencia no es exacto y no  coincide con numero de poste encontrado,ERICK SANDOVAL,4
135,OK,CORREO,-,levantamiento linea subestacion la montaña,475,ENEL,LAMPA,X,2024-08-26 00:00:00,2024-08-26 00:00:00,SI,,,APROBADO,LEVANTAMIENTO CORREO,ERICK SANDOVAL,4
136,OK,141829,142510,New Feasibility opened,15,Empresa Nacional de Telecomunicaciones S.A,Las Condes,X,2024-09-04 00:00:00,2024-09-04 00:00:00,SI,33.417790S,70.598853W,APROBADO,se solicita retirar  escombro aereo regulazir<r vanos mencionados y mabteber normativa de bajadas laterales en el sector,ERICK SANDOVAL,5
137,OK,140412,142509,New Feasibility opened,7,Empresa Nacional de Telecomunicaciones S.A,La Florida,X,2024-09-02 00:00:00,2024-09-02 00:00:00,SI,33.562940S,70.582005W,RECHAZADO,en ruta se encuentran indicios de trabajos en terreno,ERICK SANDOVAL,5
138,OK,140411,142508,New Feasibility opened,5,Empresa Nacional de Telecomunicaciones S.A,Macul,X,2024-09-02 00:00:00,2024-09-02 00:00:00,SI,33.476152S,70.592373W,RECHAZADO,indicios de  instalaciones ya realizadas en terreno,ERICK SANDOVAL,5
139,OK,140410,142504,New Feasibility opened,32,Empresa Nacional de Telecomunicaciones S.A,Colina,X,2024-09-03 00:00:00,2024-09-03 00:00:00,SI,33.312422S,70.734432W,RECHAZADO,en terreno se encuentran indicios de trabajos ya realizados en terreno,ERICK SANDOVAL,5
140,OK,140404,142502,New Feasibility opened,59,Empresa Nacional de Telecomunicaciones S.A,Lampa,X,2024-09-03 00:00:00,2024-09-03 00:00:00,SI,33.226012S,70.775948W,RECHAZADO,en ruta se encuentran indicios de trabajos ya realizados en terreno,ERICK SANDOVAL,5
141,OK,140312,142501,New Feasibility opened,5,Empresa Nacional de Telecomunicaciones S.A,Providencia,X,2024-09-02 00:00:00,2024-09-02 00:00:00,SI,33.432865S,70.623530W,RECHAZADO,saturacion espacio aereo indicios de trabajos ya realizados en terreno,ERICK SANDOVAL,5
142,OK,140134,142495,New Feasibility opened,22,Empresa Nacional de Telecomunicaciones S.A,La Cisterna,X,2024-08-29 00:00:00,2024-08-30 00:00:00,SI,,,RECHAZADO,en ruta se encuentran indicios de trabajos realizados en terreno,ERICK SANDOVAL,4
143,OK,140102,142491,New Feasibility opened,5,Empresa Nacional de Telecomunicaciones S.A,Providencia,X,2024-09-02 00:00:00,2024-09-02 00:00:00,SI,33.432865S,70.623530W,RECHAZADO,saturacion espacio aereo en ruta se encuentran indicios de trabajos realizados en terreno,ERICK SANDOVAL,5
144,OK,139495,142488,New Feasibility opened,11,Empresa Nacional de Telecomunicaciones S.A,San Miguel,X,2024-08-29 00:00:00,2024-08-29 00:00:00,SI,,,RECHAZADO,en ruta se encuentra  indicios de trabajos ya realizados en terreno,ERICK SANDOVAL,4
145,OK,139493,142486,New Feasibility opened,70,Empresa Nacional de Telecomunicaciones S.A,San Miguel,X,2024-08-29 00:00:00,2024-08-30 00:00:00,SI,,,RECHAZADO,saturacion espacio aereo vanos fuera de norma vegetacion en lineas telco indicios de trabajos ya realizados en terreno,ERICK SANDOVAL,4
146,OK,139455,142483,New Feasibility opened,28,Empresa Nacional de Telecomunicaciones S.A,Estación Central,X,2024-09-07 00:00:00,2024-09-07 00:00:00,SI,33.456467S,70.694245W,RECHAZADO,indicios de instalaciones ya realizadas en terreno  vanos fuera de norma,ERICK SANDOVAL,5
147,OK,143331,143704,New Feasibility opened,61,Empresa Nacional de Telecomunicaciones S.A,Quilicura,X,2024-09-05 00:00:00,2024-09-06 00:00:00,SI,33.348000S,70.708835W,APROBADO,se solicita retiro de escombro aereo y regularizacion de vanos mencionados,ERICK SANDOVAL,5
148,OK,143318,143702,New Feasibility opened,1,Empresa Nacional de Telecomunicaciones S.A,Maipú,X,2024-09-04 00:00:00,2024-09-04 00:00:00,SI,33.534173S,70.766442W,RECHAZADO,instalacion ya realizada  en terreno,ERICK SANDOVAL,5
149,OK,143026,143701,New Feasibility opened,3,Empresa Nacional de Telecomunicaciones S.A,Colina,X,2024-09-03 00:00:00,2024-09-03 00:00:00,SI,33.319860S,70.710418W,RECHAZADO,en ruta se encuentran indicios de trabajos en terreno  informacion de plano poco precisa,ERICK SANDOVAL,5
150,OK,144078,144164,New Feasibility opened,19,Empresa Nacional de Telecomunicaciones S.A,Las Condes,X,2024-09-04 00:00:00,2024-09-06 00:00:00,SI,33.413312S,70.581098W,RECHAZADO,proyecto rechazado saturacion espacio aereo,ERICK SANDOVAL,5
151,OK,CORREO,-,"solicitamos su apoyo para revisar unos puntos que fueron afectados en el plan de emergencia POE9, indican que en la nueva postación las telcos se instalaron muy cerca de la red de BT, es por eso que solicitamos inspecciones e identificación de las telcos instaladas en el siguiente sector:
    Balmaceda sur con barrios lucos - altura de los telcos cerca de la red de BT",??,TELCO Y BT,Lampa,X,2024-09-25 00:00:00,NO SE HA ENVIADO,NO,,,,,ERICK SANDOVAL,-
152,OK,CORREO,-,"favor indicar cuales son las telcos que están instaladas en la postación del sector el humedal, en este sector se encuentran Colaborador de Enel levantando los postes, sin embargo, posterior al humedal los postes no se cayeron allí es donde se requiere visualizar cuales son las telcos que están instaladas: recorrido de la zona Cacique coli",44,SECTOR EL HUMEDAL,Lampa,X,2024-09-25 00:00:00,2024-09-25 00:00:00,NO,33. 279967S,70.874547W,APROBADO,resultado de inspeccion se envió por correo,ERICK SANDOVAL,5
153,OK,148743,148906,New Feasibility opened,7,Empresa Nacional de Telecomunicaciones S.A,Quilicura,X,2024-09-30 00:00:00,2024-09-30 00:00:00,SI,"S 33° 21' 0""","W 70° 42' 25""",RECHAZADO,informacion de plano poco precisa en tramo el juncal no se encuntra numeracion de poste solicitado y ubicacion de los mismos difiera un poco a lo solicitado en plano de proyecto situacion que imposibilita el correcto analisis del caso,ERICK SANDOVAL,5
154,OK,148660,148905,New Feasibility opened,38,Empresa Nacional de Telecomunicaciones S.A,Maipú,X,2024-09-30 00:00:00,2024-09-30 00:00:00,SI,33.471050S,70.757417W,RECHAZADO,instalaciones ya realizadas en terreno sin retiro de escombro aereo ni regularizacion de vano,ERICK SANDOVAL,5
155,OK,148419,148903,New Feasibility opened,11,Empresa Nacional de Telecomunicaciones S.A,San Ramón,X,2024-09-30 00:00:00,2024-09-30 00:00:00,SI,33.556388S,70.631548W,RECHAZADO,saturacion espacio aereo en ruta se encuentran indicios de trabajos en terreno,ERICK SANDOVAL,5
156,OK,145730,148902,New Feasibility opened,8,Empresa Nacional de Telecomunicaciones S.A,Las Condes,X,2024-09-26 00:00:00,2024-09-26 00:00:00,SI,33.390745S,70.553137W,RECHAZADO,en ruta se encuentran indicios de trabajos realizados en terreno  habiendo en el mismo situacion de escombro aereo y saturacion de espacio aereo,ERICK SANDOVAL,5
