ID,PAGO ERICK,Family Case Number,"	
Número de caso",Estado del Caso,Cantidad de Postes,Nombre de empresa / Cliente,Comuna,Fecha 1ra. Inspección,Fecha que se asignó,Fecha de inspección,TIENE PLANO?,X,Y,RESULTADO (ERICK),Observación TERRENO,INSPECTOR,E. DE P.
157,OK,145698,148899,New Feasibility opened,28,Empresa Nacional de Telecomunicaciones S.A,San Miguel,X,2024-09-26 00:00:00,2024-09-26 00:00:00,SI,"S 33° 29' 27""","W 70° 39' 41""",APROBADO,se solicita poda y  retira escombro  aereo en sector vegetacion en lineas telco,ERICK SANDOVAL,5
158,OK,145675,148897,New Feasibility opened,4,Empresa Nacional de Telecomunicaciones S.A,La Florida,X,2024-09-26 00:00:00,2024-09-26 00:00:00,SI,"S 33° 33' 32""","W 70° 35' 9""",RECHAZADO,indicios de trabajos ya realizados en terreno saturacion espacio aereo vegetacion en lineas telco,ERICK SANDOVAL,5
159,OK,CORREO,-,Radal con Mapocho,9,Gusto en saludar por favor su colaboración para realizar levantamiento de los postes donde se encuentran telcos apoyados que no están identificados,Quinta Normal,X,2025-01-08 00:00:00,2025-01-08 00:00:00,SI,33.428370S,70.704270W,APROBADO,"9 POSTES REVISADOS, INFORMACION Y DETALLES ENVIADOS POR CORREO EL 14/01",ERICK SANDOVAL,9
160,-,150029,150315,New Feasibility opened,24,Empresa Nacional de Telecomunicaciones S.A,Las Condes,X,CARGADO A,-,SI,,,,CARGADO A GONZALO NORAMBUENA,ERICK SANDOVAL,-
161,-,149810,150314,New Feasibility opened,2,Empresa Nacional de Telecomunicaciones S.A,Maipú,X,CARGADO A,-,SI,,,,CARGADO A JORGE TOAR,ERICK SANDOVAL,-
162,OK,149750,150312,New Feasibility opened,4,ATP Fiber Chile Spa,Maipú,X,2025-01-02 00:00:00,2025-01-02 00:00:00,SI,"S 33° 29' 8""","W 70° 46' 17""",RECHAZADO,"plano sin detalles de equipacion  a implementar en proyecto, en terreno factibilidad pudo haber sido aprobada",ERICK SANDOVAL,9
163,-,149059,150311,New Feasibility opened,10,Empresa Nacional de Telecomunicaciones S.A,Santiago,X,CARGADO A,-,SI,,,,CARGADO A MASSIEL CORREA,ERICK SANDOVAL,-
164,-,151363,152909,New Feasibility opened,12,Empresa Nacional de Telecomunicaciones S.A,Las Condes,X,CARGADO A,-,SI,,,,CARGADO A JOHANNA TOLEDO,ERICK SANDOVAL,-
165,-,154749,155062,New Feasibility opened,9,Empresa Nacional de Telecomunicaciones S.A,Pudahuel,X,CARGADO A,-,SI,,,,CARGADO A GONZALO NORAMBUENA,ERICK SANDOVAL,-
166,-,153928,155061,New Feasibility opened,23,Empresa Nacional de Telecomunicaciones S.A,Vitacura,X,CARGADO A,-,SI,,,,CARGADO A GONZALO NORAMBUENA,ERICK SANDOVAL,-
167,-,153874,155060,New Feasibility opened,7,Empresa Nacional de Telecomunicaciones S.A,Providencia,X,CARGADO A,-,SI,,,,CARGADO A JORGE TOAR,ERICK SANDOVAL,-
168,-,153040,155058,New Feasibility opened,3,Empresa Nacional de Telecomunicaciones S.A,Quilicura,X,CARGADO A,-,SI,,,,CARGADO A MASSIEL CORREA,ERICK SANDOVAL,-
169,OK,169823,169853,New Feasibility opened,1,Empresa Nacional de Telecomunicaciones S.A,Colina,X,2025-01-03 00:00:00,2025-01-03 00:00:00,NO,,SE FINALIZÓ SIN FOTOS,RECHAZADO,proyecto sin plano de solicitud situacion que imposibilita analisis de factibilidad,ERICK SANDOVAL,9
170,OK,168999,169851,New Feasibility opened,37,Empresa Nacional de Telecomunicaciones S.A,Cerrillos,X,2025-01-03 00:00:00,2025-01-03 00:00:00,MAPA DICE PUDAHUEL,33.393390S,70.773182W,APROBADO,proyecto aprobado se solicita retiro de escombro aereo,ERICK SANDOVAL,9
171,OK,166553,169850,New Feasibility opened,7,Empresa Nacional de Telecomunicaciones S.A,Quilicura,X,2025-01-02 00:00:00,2025-01-02 00:00:00,SI,"S 33° 19' 46""","W 70° 42' 49""",APROBADO,en tramo el juncal se encuentran falta de soluciones mecanicas y abundante escombro aereo en lineas telco se debio gacer poda en sector y limpieza de escombro aereo con el fin de reduir al maximo los riesgos por faltas de soluciones mecanicas,ERICK SANDOVAL,9
172,OK,165642,169848,New Feasibility opened,46,Empresa Nacional de Telecomunicaciones S.A,Huechuraba,X,2025-01-02 00:00:00,2025-01-02 00:00:00,SI,33.387142S,70.622360W,APROBADO,proyecto aprobado se solicita retiro de reservas tecnicas fuera de norma escombro aereo y poda en el sector,ERICK SANDOVAL,9
173,OK,165419,169847,New Feasibility opened,12,Empresa Nacional de Telecomunicaciones S.A,Lo Prado,X,2025-01-02 00:00:00,2025-01-02 00:00:00,SI,"S 33° 26' 35""","W 70° 42' 48""",APROBADO,proyecto aprobado se solicita limpieza de escombro aereo en proyecto,ERICK SANDOVAL,9
174,OK,165244,169845,New Feasibility opened,8,Empresa Nacional de Telecomunicaciones S.A,Quilicura,X,2025-01-02 00:00:00,2025-01-02 00:00:00,SI,"S 33° 22' 49""","W 70° 45' 7""",APROBADO,proyecto apobado se solicita retiro de escombro aereo y mantener normativa de altura de vanos,ERICK SANDOVAL,9
175,OK,164378,165242,New Feasibility opened,6,Empresa Nacional de Telecomunicaciones S.A,Cerrillos,X,2025-01-02 00:00:00,2025-01-02 00:00:00,SI,"S 33° 30' 32""","W 70° 43' 13""",APROBADO,proyecto aprobado se solicita retiro de reserva tecnica fuera de norma,ERICK SANDOVAL,9
176,OK,163922,164356,New Feasibility opened,3,Empresa Nacional de Telecomunicaciones S.A,Maipú,X,2025-01-02 00:00:00,2025-01-02 00:00:00,SI,"S 33° 30' 20""","W 70° 45' 26""",RECHAZADO,n terreno se encuentra saturacion espacio aereo se solicita retiro escombro en espacio de proyecto,ERICK SANDOVAL,9
177,-,158137,163714,New Feasibility opened,4,Empresa Nacional de Telecomunicaciones S.A,Las Condes,X,CARGADO A,-,SI,,,,CARGADO A GONZALO NORAMBUENA,ERICK SANDOVAL,-
178,-,158188,163713,New Feasibility opened,8,Empresa Nacional de Telecomunicaciones S.A,Lampa,X,CARGADO A,-,SI,,,,CARGADO A GONZALO NORAMBUENA,ERICK SANDOVAL,-
179,-,159350,163703,New Feasibility opened,8,Empresa Nacional de Telecomunicaciones S.A,Renca,X,CARGADO A,-,SI,,,,CARGADO A MASSIEL CORREA,ERICK SANDOVAL,-
180,OK,160407,163701,New Feasibility opened,18,Empresa Nacional de Telecomunicaciones S.A,Lampa,X,2025-01-02 00:00:00,2025-01-02 00:00:00,SI,33.323890S,70.731008W,APROBADO,proyecto aprobado se solicita retiro de escombros y respetar normativa de altura de vanos en puntos mencionados escombro aÃ©reo vano fuera de norma no  involucra cruce de vehÃ­culos  fracturas en postes,ERICK SANDOVAL,9
181,OK,162590,163644,New Feasibility opened,5,Empresa Nacional de Telecomunicaciones S.A,Quilicura,X,2025-01-02 00:00:00,2025-01-02 00:00:00,SI,"S 33° 22' 49""","W 70° 45' 7""",APROBADO,proyecto aprobado se solicita limpieza de escombro aÃ©reo en terreno,ERICK SANDOVAL,9
182,OK,173175,173386,New Feasibility opened,52,Empresa Nacional de Telecomunicaciones S.A,Independencia,X,2025-01-07 00:00:00,2025-01-07 00:00:00,SI,33.387510S,70.642177W,RECHAZADO,proyecto rechazado saturacion espacio aereo,ERICK SANDOVAL,9
183,OK,173174,173385,New Feasibility opened,7,Empresa Nacional de Telecomunicaciones S.A,Independencia,X,2025-01-07 00:00:00,2025-01-08 00:00:00,SI,33.398090S,70653082W,APROBADO,proyecto aprobado numeracion en terreno 140962  se solicita retiro de escombro aereo regularizacion de vanos mencionados fuera de norma,ERICK SANDOVAL,9
184,OK,173173,173384,New Feasibility opened,12,Empresa Nacional de Telecomunicaciones S.A,Independencia,X,2025-01-07 00:00:00,2025-01-08 00:00:00,SI,33.404352S,70.655983W,APROBADO,"proyecto aprobado se solicita  poda y retiro de escombro aereo en sector , solucionar situacion puntual de saturacion  al generar proyecto en cuestion",ERICK SANDOVAL,9
185,OK,172890,173383,New Feasibility opened,65,Empresa Nacional de Telecomunicaciones S.A,Independencia,X,2025-01-07 00:00:00,2025-01-07 00:00:00,SI,33.399772S,70.670198W,RECHAZADO,proyecto rechazado saturacion espacio aereo,ERICK SANDOVAL,9
186,OK,172339,173380,New Feasibility opened,21,Ufinet Chile SPA,Lampa,X,2025-01-03 00:00:00,2025-01-03 00:00:00,SI,33.291890S,70.738012W,APROBADO,proyecto aprobado se solicita poda  y retiro escombro aereo,ERICK SANDOVAL,9
187,OK,172337,173378,New Feasibility opened,37,Ufinet Chile SPA,Colina,X,2025-01-03 00:00:00,2025-01-03 00:00:00,SI,33.285000S,70729848W,APROBADO,proyecto aprobado se solicita poda en sector y retiro de escombro aereo,ERICK SANDOVAL,9
188,OK,172334,173377,New Feasibility opened,25,Ufinet Chile SPA,Colina,X,2025-01-03 00:00:00,2025-01-03 00:00:00,SI,33.284540S,70.730367W,APROBADO,proyecto aprobado se solicita poda y retiro de escombro aereo,ERICK SANDOVAL,9
189,OK,170901,172121,New Feasibility opened,6,QMC TELECOM CHILE SPA,La Reina,X,2025-01-08 00:00:00,2025-01-08 00:00:00,SI,33.448135S,70.519472W,APROBADO,proyecto aprobado se solicita poda y retiro de escombro aereo en sector,ERICK SANDOVAL,9
190,OK,171740,172120,New Feasibility opened,9,Empresa Nacional de Telecomunicaciones S.A,Quilicura,X,2025-01-03 00:00:00,2025-01-03 00:00:00,SI,33.372460S,70.756353W,APROBADO,proyecto aprobado se solicita mantener normativa de vanos y retiro de escombro aereo,ERICK SANDOVAL,9
191,OK,172067,172119,New Feasibility opened,3,Empresa Nacional de Telecomunicaciones S.A,Independencia,X,2025-01-07 00:00:00,2025-01-08 00:00:00,SI,33.404128S,70.657255w,APROBADO,proyecto aprobado se solicita retiro de escombro aereo poste en terreno numero 779834,ERICK SANDOVAL,9
192,OK,172076,172118,New Feasibility opened,70,Empresa Nacional de Telecomunicaciones S.A,Independencia,X,2025-01-07 00:00:00,2025-01-07 00:00:00,SI,33.396313S,70.659545W,RECHAZADO,proyecto rechazado saturacion espacio aereo vanos fuera de norma en tramo avenida el guanaco entre calles magallanes y el roble,ERICK SANDOVAL,9
193,OK,174388,175742,New Feasibility opened,4,QMC TELECOM CHILE SPA,Cerro Navia,X,2025-01-08 00:00:00,2025-01-08 00:00:00,SI,33.419368S,70.756072W,APROBADO,proyecto apro ado se solicita poda y retiro escombro aereo,ERICK SANDOVAL,9
194,OK,174475,175743,New Feasibility opened,12,Empresa Nacional de Telecomunicaciones S.A,San Miguel,X,2025-01-08 00:00:00,2025-01-08 00:00:00,SI,33.504685S,70.653022W,RECHAZADO,proyecto rechazado saturacion espacio aereo,ERICK SANDOVAL,9
195,OK,175830,175898,New Feasibility opened,21,Empresa Nacional de Telecomunicaciones S.A,Vitacura,X,2025-01-07 00:00:00,2025-01-07 00:00:00,SI,33.386020S,70.562067W,APROBADO,proyecto aprobado se solicita poda retiro de escombro aereo y reservas tecnicas fuera de norma en terreno,ERICK SANDOVAL,9
196,OK,176362,176397,New Feasibility opened,7,Empresa Nacional de Telecomunicaciones S.A,Lo Barnechea,X,2025-02-04 00:00:00,2025-02-04 00:00:00,SI,33.359945S,70.478535W,APROBADO,se solicita poda en el sector y respetar distancia con lineas electricas  (lineas electricas con vanos fuera de norma en sector),ERICK SANDOVAL,10
197,OK,176528,176723,New Feasibility opened,5,Empresa Nacional de Telecomunicaciones S.A,Macul,X,2025-02-04 00:00:00,2025-02-04 00:00:00,SI,33.485923S,70.618280W,APROBADO,se solicita retiro reserva tecnica fuera de norma,ERICK SANDOVAL,10
198,OK,176593,176724,New Feasibility opened,1,Empresa Nacional de Telecomunicaciones S.A,Colina,X,2025-02-05 00:00:00,2025-02-05 00:00:00,SI,33.204387S,70.676870W,APROBADO,Se solicita retiro escombro aereo,ERICK SANDOVAL,10
199,OK,177047,177214,New Feasibility opened,3,Empresa Nacional de Telecomunicaciones S.A,Providencia,X,2025-02-04 00:00:00,2025-02-04 00:00:00,SI,33.427243S,70.612892W,APROBADO,se solicita respetar normativa de  bajadas laterales distanciamiento de lineas electricas y retiro de escombro aereo,ERICK SANDOVAL,10
200,OK,CORREO,VARIOS,"Por favor nos puedes ayudar para revisar estos casos si son esa cantidad de apoyo solicitado por cliente, tenemos 7 solicitudes de la misma fecha con 654 apoyos. vayan a terreno y con los planos inspeccionemos entre 5 a 10 puntos para verificar que si se cumple la solicitud (10 postes por plano)",75,M&J,Lampa,X,2025-02-05 00:00:00,2025-02-05 00:00:00,SI,33.250405S,70.763572W,APROBADO,RESPUESTA ENVIADA POR CORREO. SE INSPECCIONARON 75 POSTES EN TOTAL,ERICK SANDOVAL,10
201,OK,178180,179155,New Feasibility opened,10,Empresa Nacional de Telecomunicaciones S.A,Las Condes,X,2025-02-04 00:00:00,2025-02-04 00:00:00,SI,33.408520S,70.552017W,RECHAZADO,saturacion espacio aereo,ERICK SANDOVAL,10
202,OK,178604,179164,New Feasibility opened,6,WOM S.A.,Peñalolén,X,2025-02-04 00:00:00,2025-02-05 00:00:00,SI,33.466257S,70.754068W,APROBADO,se solicita poda y retiro de escombro aereo en sector,ERICK SANDOVAL,10
203,OK,179105,179165,New Feasibility opened,13,Empresa Nacional de Telecomunicaciones S.A,Las Condes,X,2025-02-04 00:00:00,2025-02-04 00:00:00,SI,33.419813S,70.568867W,APROBADO,se solicita retiro de escombro aereo regularizacion de vanos y poda en el sector,ERICK SANDOVAL,10
204,OK,181290,181623,New Feasibility opened,7,Empresa Nacional de Telecomunicaciones S.A,Colina,X,2025-02-05 00:00:00,2025-02-05 00:00:00,SI,33.247567S,70.752602W,APROBADO,se solicita retiro escombro aereo y regularizacion de vano mencionado,ERICK SANDOVAL,10
205,OK,183137,184164,New Feasibility opened,8,Empresa Nacional de Telecomunicaciones S.A,San Joaquín,X,2025-03-06 00:00:00,2025-03-06 00:00:00,SI,33.475347S,70.626600W,APROBADO,proyecto aprobado se solicita retiro escombro aereo,ERICK SANDOVAL,11
206,OK,183156,184166,New Feasibility opened,4,Empresa Nacional de Telecomunicaciones S.A,Maipú,X,2025-03-06 00:00:00,2025-03-06 00:00:00,SI,33.505663S,70.758182W,RECHAZADO,proyecto rechazado saturacion espacio aereo bajadas laterales fuera de norma cercanÃ­a lineas electricas  vanos fuera de norma,ERICK SANDOVAL,11
207,OK,183161,184167,New Feasibility opened,8,Empresa Nacional de Telecomunicaciones S.A,San Joaquín,X,2025-03-06 00:00:00,2025-03-06 00:00:00,SI,33.473610S,70.627237W,APROBADO,proyecto aprobado se solicita retiro escombro aereo y poda en el sector,ERICK SANDOVAL,11
208,OK,184625,185960,New Feasibility opened,8,Empresa Nacional de Telecomunicaciones S.A,Quilicura,X,2025-03-06 00:00:00,2025-03-06 00:00:00,SI,33.373240S,70.763273W,APROBADO,SIN OBSERVACION,ERICK SANDOVAL,11
209,OK,184433,185961,New Feasibility opened,12,Empresa Nacional de Telecomunicaciones S.A,Santiago,X,2025-03-07 00:00:00,2025-03-07 00:00:00,SI,33.473293s,70.668707W,RECHAZADO,instalacion ya realizada en terreno sin retiro de escombro aereo ni poda en sector,ERICK SANDOVAL,11
210,OK,183919,185962,New Feasibility opened,2,Empresa Nacional de Telecomunicaciones S.A,Quinta Normal,X,2025-03-06 00:00:00,2025-03-06 00:00:00,SI,33.427500S,70.703222W,APROBADO,proyecto aprobado se solicita poda en el sector,ERICK SANDOVAL,11
211,OK,186445,186608,New Feasibility opened,14,Empresa Nacional de Telecomunicaciones S.A,Quilicura,X,2025-03-06 00:00:00,2025-03-06 00:00:00,SI,33.377393S,70766433W,APROBADO,proyecto aprobado se solicita retiro de escombro aereo en el sector y regularizacion de vanos mencionados,ERICK SANDOVAL,11
212,OK,188338,188553,New Feasibility opened,1,Empresa Nacional de Telecomunicaciones S.A,Maipú,X,2025-03-06 00:00:00,2025-03-06 00:00:00,SI,33.539128S,70.744897W,APROBADO,proyecto aprobado se solicita retiro escombro aereo,ERICK SANDOVAL,11
213,OK,188723,189559,New Feasibility opened,6,Empresa Nacional de Telecomunicaciones S.A,Ñuñoa,X,2025-03-07 00:00:00,2025-03-07 00:00:00,SI,33.448457S,70.604388W,RECHAZADO,saturacion espacio aereo vegetacion en lineas telco vanos fuera de norma,ERICK SANDOVAL,11
214,OK,188869,189560,New Feasibility opened,2,Empresa Nacional de Telecomunicaciones S.A,Quilicura,X,2025-03-06 00:00:00,2025-03-06 00:00:00,SI,33.338082S,70.709960W,RECHAZADO,proyecto rechazado saturacion espacio aereo,ERICK SANDOVAL,11
215,OK,188872,189563,New Feasibility opened,17,Empresa Nacional de Telecomunicaciones S.A,Quilicura,X,2025-03-06 00:00:00,2025-03-06 00:00:00,SI,33.378002S,70.747912W,APROBADO,proyecto aprobado se solicita retiro de escombro aereo,ERICK SANDOVAL,11
216,OK,188878,189564,New Feasibility opened,2,Empresa Nacional de Telecomunicaciones S.A,Santiago,X,2025-03-07 00:00:00,2025-03-07 00:00:00,SI,33.460365S,70.642245W,RECHAZADO,proyecto rechazado saturacion espacio aereo,ERICK SANDOVAL,11
217,OK,188912,189565,New Feasibility opened,21,Empresa Nacional de Telecomunicaciones S.A,Ñuñoa,X,2025-03-07 00:00:00,2025-03-07 00:00:00,SI,33.451790S,70.573440W,RECHAZADO,proyecto rechazado instalaciones ya realizadas en terreno,ERICK SANDOVAL,11
218,OK,189541,189567,New Feasibility opened,40,Empresa Nacional de Telecomunicaciones S.A,La Reina,X,2025-03-24 00:00:00,2025-03-24 00:00:00,SI,33.438628S,70.543170W,RECHAZADO,proyecto rechazado saturacion espacio aereo vegetacion en lineas telco vanos fuera de norma trabajos ya realizados en terreno,ERICK SANDOVAL,11
219,OK,189543,189568,New Feasibility opened,38,Empresa Nacional de Telecomunicaciones S.A,Lo Espejo,X,2025-03-21 00:00:00,2025-03-21 00:00:00,SI,33.520975S,70.699115W,RECHAZADO,"proyecto rechazado instalaciones ya realizadas en terreno, situacion de escombro aereo y vegetacion en lineas telco sin solucionar",ERICK SANDOVAL,11
220,OK,189554,189572,New Feasibility opened,59,Empresa Nacional de Telecomunicaciones S.A,La Reina,X,2025-03-24 00:00:00,2025-03-24 00:00:00,SI,33.452725S,70.540270W,RECHAZADO,proyecto rechazado  trabajos ya realizados en terreno saturacion espacio aereo vanos fuera de norma vegetacion en lineas telco,ERICK SANDOVAL,11
221,OK,189566,189787,New Feasibility opened,16,Empresa Nacional de Telecomunicaciones S.A,La Reina,X,2025-03-24 00:00:00,2025-03-24 00:00:00,SI,33.436695S,70.543107W,RECHAZADO,proyecto rechazado trabajos ya realizados en terreno situacion de escombro aereo vegetacion en lineas telco y vanos fuera de norma,ERICK SANDOVAL,11
222,OK,189573,189791,New Feasibility opened,36,Empresa Nacional de Telecomunicaciones S.A,La Reina,X,2025-03-24 00:00:00,2025-03-24 00:00:00,SI,33.435608S,70.537643W,RECHAZADO,proyecto rechazado instalaciones ya realizadas en terreno situacion de escombro aereo vanos fuera de norma,ERICK SANDOVAL,11
223,OK,189576,189794,New Feasibility opened,55,Empresa Nacional de Telecomunicaciones S.A,Recoleta,X,2025-03-17 00:00:00,2025-03-17 00:00:00,SI,33.406212S,70.635183W,RECHAZADO,proyecto rechazado saturacion espacio aereo,ERICK SANDOVAL,11
224,OK,189578,189795,New Feasibility opened,12,Empresa Nacional de Telecomunicaciones S.A,La Reina,X,2025-03-24 00:00:00,2025-03-24 00:00:00,SI,33.437247S,70.543025W,RECHAZADO,proyecto rechazado trabajos realizados ya en terreno vegetacion en lineas telco  escombro aereo sin retirar,ERICK SANDOVAL,11
225,OK,189589,189797,New Feasibility opened,22,Empresa Nacional de Telecomunicaciones S.A,Pedro Aguirre Cerda,X,2025-03-07 00:00:00,2025-03-07 00:00:00,SI,33.482807S,70.679352W,RECHAZADO,instalaciones ya realizadas en terreno  sin retiro de escombro aereo ni correccion de vanos cercanias a lineas electricas,ERICK SANDOVAL,11
226,OK,189594,189798,New Feasibility opened,22,Empresa Nacional de Telecomunicaciones S.A,Estación Central,X,2025-03-07 00:00:00,2025-03-07 00:00:00,SI,33.464117S,70.724928W,RECHAZADO,proyecto rechazado instalaciones ya realizadas en terreno saturacion espacio aereo falta de soluciones mecanicas vegetacion en lineas telco,ERICK SANDOVAL,11
227,OK,189602,189799,New Feasibility opened,34,Empresa Nacional de Telecomunicaciones S.A,Independencia,X,2025-03-17 00:00:00,2025-03-17 00:00:00,SI,33.401587S,70.671908W,RECHAZADO,proyecto rechazado instalaciones ya realizadas en terreno  situaciones de escombro aereo vegetacion en lineas telco y saturacion de espacio aereo,ERICK SANDOVAL,11
228,OK,189615,189800,New Feasibility opened,9,Empresa Nacional de Telecomunicaciones S.A,Peñalolén,X,2025-03-07 00:00:00,2025-03-07 00:00:00,SI,33.464863S,70.568585W,RECHAZADO,proyecto rechazado  saturacion espacio aereo vano fuera de norma,ERICK SANDOVAL,11
229,OK,189755,189802,New Feasibility opened,9,Empresa Nacional de Telecomunicaciones S.A,Independencia,X,2025-03-17 00:00:00,2025-03-17 00:00:00,SI,33.400823S,70.671715W,RECHAZADO,proyecto rechazado instalacion ya realizada en terreno  vegetacion en lineas telco escombro aereo  sin retirar,ERICK SANDOVAL,11
230,OK,190190,191244,New Feasibility opened,9,Empresa Nacional de Telecomunicaciones S.A,Huechuraba,X,2025-03-17 00:00:00,2025-03-17 00:00:00,SI,33.376927S,70.628005W,RECHAZADO,proyecto rechazado instalaciones ya realizadas en terreno  sin solucion a vegetacion en lineas telco vanos fuera de norma y saturacion en espacio aereo,ERICK SANDOVAL,11
231,OK,190192,191247,New Feasibility opened,37,Empresa Nacional de Telecomunicaciones S.A,Lo Prado,X,2025-03-31 00:00:00,2025-04-02 00:00:00,SI,33.452533S,70.715693W,RECHAZADO,proyecto rechazado trabajos ya realizados en terreno con escombro aereo y vegetación en lineas telco,ERICK SANDOVAL,12
232,OK,190194,191250,New Feasibility opened,10,Empresa Nacional de Telecomunicaciones S.A,Pedro Aguirre Cerda,X,2025-03-21 00:00:00,2025-03-21 00:00:00,SI,33.497482S,70.692197W,RECHAZADO,proyecto rechazado instalaciones ya realizadas en terreno escombro aereo vanos fuera de norma vegetacion en lineas telco,ERICK SANDOVAL,11
233,OK,190196,191254,New Feasibility opened,44,Empresa Nacional de Telecomunicaciones S.A,Renca,X,2025-03-17 00:00:00,2025-03-17 00:00:00,SI,33.402787S,70.711187W,RECHAZADO,proyecto rechazado instalaciones ya realizadas en terreno  situaciones de vanos fuera de norma vegetacion en lineas telco y saturacion de espacios aereo en terreno,ERICK SANDOVAL,11
234,OK,190239,191256,New Feasibility opened,4,Empresa Nacional de Telecomunicaciones S.A,Lo Espejo,X,2025-03-21 00:00:00,2025-03-21 00:00:00,SI,33.532472S,70.700580W,RECHAZADO,proyecto rechazado instalaciones ya realizadas en terreno escombro aereo vegetacion en lineas telco,ERICK SANDOVAL,11
235,OK,190248,191257,New Feasibility opened,15,Empresa Nacional de Telecomunicaciones S.A,Macul,X,2025-03-24 00:00:00,2025-03-31 00:00:00,SI,33.482685S,70.584195S,RECHAZADO,proyecto rechazado saturacion espacio aereo  vegetacion en lineas telco trabajos ya realizados en terreno,ERICK SANDOVAL,11
236,OK,190250,191260,New Feasibility opened,1,Empresa Nacional de Telecomunicaciones S.A,Macul,X,2025-03-24 00:00:00,2025-03-31 00:00:00,SI,33.478062S,70.587112W,RECHAZADO,proyecto rechazado trabajos ya realizados en terreno escombro aereo vano fuera de norma. no involucra cruce de vehi­culos,ERICK SANDOVAL,11
237,OK,190254,191263,New Feasibility opened,4,Empresa Nacional de Telecomunicaciones S.A,La Florida,X,2025-03-24 00:00:00,2025-03-31 00:00:00,SI,33.511348S,70.584278W,RECHAZADO,proyecto rechazado trabajos ya realizados en terreno escombro aereo vegetacion en lineas telco,ERICK SANDOVAL,11
238,OK,190400,191264,New Feasibility opened,10,Empresa Nacional de Telecomunicaciones S.A,Estación Central,X,2025-04-01 00:00:00,2025-04-02 00:00:00,SI,33.469852S,70.688845W,RECHAZADO,proyecto rechazado instalaciones ya realizadas en terreno escombro aereo vanos fuera de norma,ERICK SANDOVAL,12
239,OK,190761,191267,New Feasibility opened,9,Empresa Nacional de Telecomunicaciones S.A,COLINA,X,2025-03-17 00:00:00,2025-03-17 00:00:00,SI,33.311335s,70.708995W,RECHAZADO,proyecto rechazado vano fuera de norma,ERICK SANDOVAL,11
240,OK,CORREO,-,realizar inspecciones de los puntos de alumbrado que se encuentran en los adjuntos “Empalmes Maipu.pdf y Tableros proyectos distintas villas clever” indicar si cumplen con el espacio libre indicado en la normativa adjunta “ AD-1107_r5” ,23,MUNICIPALIDAD DE MAIPU,MAIPU,X,2025-03-05 00:00:00,2025-03-06 00:00:00,NO,-33539758,-70771067,RECHAZADO,RESPUESTA ENVIADA POR CORREO,JULIO ARREDONDO,11
241,OK,CORREO,-,realizar inspecciones de los puntos de alumbrado que se encuentran en los adjuntos “Empalmes Maipu.pdf y Tableros proyectos distintas villas clever” indicar si cumplen con el espacio libre indicado en la normativa adjunta “ AD-1107_r5” ,90,MUNICIPALIDAD DE MAIPU,MAIPU,X,2025-03-06 00:00:00,2025-03-13 00:00:00,NO,-33.48075,-70.73406,RECHAZADO,RESPUESTA ENVIADA POR CORREO,JULIO ARREDONDO,11
242,OK,191931,192871,New Feasibility opened,20,Empresa Nacional de Telecomunicaciones S.A,Estación Central,X,2025-04-01 00:00:00,2025-04-02 00:00:00,SI,33.450948S,70.700032W,RECHAZADO,proyecto rechazado instalaciones ya realizadas en terreno  saturacion espacio aereo faltas de soluciones mecanicas vanos fuera de norma,ERICK SANDOVAL,12
243,OK,192023,192873,New Feasibility opened,2,Empresa Nacional de Telecomunicaciones S.A,Cerrillos,X,2025-03-21 00:00:00,2025-03-21 00:00:00,SI,33.527115S,70.715893W,RECHAZADO,proyecto rechazado saturacion espacio aereo,ERICK SANDOVAL,11
244,OK,192252,192875,New Feasibility opened,5,Empresa Nacional de Telecomunicaciones S.A,Recoleta,X,2025-04-01 00:00:00,2025-04-01 00:00:00,SI,33.403368S,70.654293W,RECHAZADO,proyecto rechazado saturacion espacio aereo,ERICK SANDOVAL,12
245,OK,192399,192877,New Feasibility opened,7,Empresa Nacional de Telecomunicaciones S.A,Colina,X,2025-04-01 00:00:00,2025-04-01 00:00:00,SI,33.311113S,70.705833W,RECHAZADO,proyecto rechazado indicios de instalaciones ya realizadas en terreno pasando lineas en calle libertador por calzada no solicitada en plano,ERICK SANDOVAL,12
246,OK,192403,192879,New Feasibility opened,6,Empresa Nacional de Telecomunicaciones S.A,Pudahuel,X,2025-04-01 00:00:00,2025-04-01 00:00:00,SI,33.442880S,70.769325W,RECHAZADO,proyecto rechazado saturacion espacio aereo,ERICK SANDOVAL,12
247,OK,192617,192880,New Feasibility opened,21,Empresa Nacional de Telecomunicaciones S.A,Santiago,X,2025-03-21 00:00:00,2025-03-21 00:00:00,SI,33.431423S,70.670273W,RECHAZADO,proyecto rechazado instalaciones ya realizadas en terreno encontrandose situaciones de  escombro aereo y  vegetacion lineas telco,ERICK SANDOVAL,11
248,OK,192621,192882,New Feasibility opened,19,Empresa Nacional de Telecomunicaciones S.A,Colina,X,2025-04-01 00:00:00,2025-04-01 00:00:00,SI,33.195277S,70.668515W,RECHAZADO,proyecto rechazado instalaciones ya realizadas en terreno encontrandose aun escombro aereo vegetacion en lineas telco y vanos fuera de norma,ERICK SANDOVAL,12
